NACE21_CODE	LEVEL	NACE21_HEADING	NACE2_CODE	NACE2_HEADING	Common_Content	Mapping_Type
"43.33"	"4"	"43.33 Floor and wall covering"	"43.33"	"43.33 Floor and wall covering"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 43.33 is mapped to NACE Rev. 2 class 43.33"
"43.34"	"4"	"43.34 Painting and glazing"	"43.34"	"43.34 Painting and glazing"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 43.34 is mapped to NACE Rev. 2 class 43.34"
"43.35"	"4"	"43.35 Other building completion and finishing"	"43.39"	"43.39 Other building completion and finishing"		"NACE Rev. 2.1 class 43.35 is mapped to NACE Rev. 2 classes 43.39, 43.99"
"43.35"	"4"	"43.35 Other building completion and finishing"	"43.99"	"43.99 Other specialised construction activities n.e.c."		"NACE Rev. 2.1 class 43.35 is mapped to NACE Rev. 2 classes 43.39, 43.99"
"43.4"	"3"	"43.4 Specialised construction activities in construction of buildings"	"43.9"	"43.9 Other specialised construction activities"		"NACE Rev. 2.1 group 43.4 is mapped to NACE Rev. 2 group 43.9"
"43.41"	"4"	"43.41 Roofing activities"	"43.91"	"43.91 Roofing activities"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 43.41 is mapped to NACE Rev. 2 class 43.91"
"43.42"	"4"	"43.42 Other specialised construction activities in construction of buildings"	"43.99"	"43.99 Other specialised construction activities n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 43.42 is mapped to NACE Rev. 2 class 43.99"
"43.5"	"3"	"43.5 Specialised construction activities in civil engineering"	"42.1"	"42.1 Construction of roads and railways"		"NACE Rev. 2.1 group 43.5 is mapped to NACE Rev. 2 groups 42.1, 43.9"
"43.5"	"3"	"43.5 Specialised construction activities in civil engineering"	"43.9"	"43.9 Other specialised construction activities"		"NACE Rev. 2.1 group 43.5 is mapped to NACE Rev. 2 groups 42.1, 43.9"
"43.50"	"4"	"43.50 Specialised construction activities in civil engineering"	"42.11"	"42.11 Construction of roads and motorways"		"NACE Rev. 2.1 class 43.50 is mapped to NACE Rev. 2 classes 42.11, 43.99"
"43.50"	"4"	"43.50 Specialised construction activities in civil engineering"	"43.99"	"43.99 Other specialised construction activities n.e.c."		"NACE Rev. 2.1 class 43.50 is mapped to NACE Rev. 2 classes 42.11, 43.99"
"43.6"	"3"	"43.6 Intermediation service activities for specialised construction services"	"82.9"	"82.9 Business support service activities n.e.c."		"NACE Rev. 2.1 group 43.6 is mapped to NACE Rev. 2 group 82.9"
"43.60"	"4"	"43.60 Intermediation service activities for specialised construction services"	"82.99"	"82.99 Other business support service activities n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 43.60 is mapped to NACE Rev. 2 class 82.99"
"43.9"	"3"	"43.9 Other specialised construction activities"	"43.9"	"43.9 Other specialised construction activities"		"NACE Rev. 2.1 group 43.9 is mapped to NACE Rev. 2 group 43.9"
"43.91"	"4"	"43.91 Masonry and bricklaying activities"	"43.99"	"43.99 Other specialised construction activities n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 43.91 is mapped to NACE Rev. 2 class 43.99"
"43.99"	"4"	"43.99 Other specialised construction activities n.e.c."	"43.99"	"43.99 Other specialised construction activities n.e.c."	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 43.99 is mapped to NACE Rev. 2 class 43.99"
"46"	"2"	"46 Wholesale trade"	"45"	"45 Wholesale and retail trade and repair of motor vehicles and motorcycles"		"NACE Rev. 2.1 division 46 is mapped to NACE Rev. 2 divisions 45, 46, 82"
"46"	"2"	"46 Wholesale trade"	"46"	"46 Wholesale trade, except of motor vehicles and motorcycles"		"NACE Rev. 2.1 division 46 is mapped to NACE Rev. 2 divisions 45, 46, 82"
"46"	"2"	"46 Wholesale trade"	"82"	"82 Office administrative, office support and other business support activities"		"NACE Rev. 2.1 division 46 is mapped to NACE Rev. 2 divisions 45, 46, 82"
"46.1"	"3"	"46.1 Wholesale on a fee or contract basis"	"45.1"	"45.1 Sale of motor vehicles"		"NACE Rev. 2.1 group 46.1 is mapped to NACE Rev. 2 groups 45.1, 45.3, 45.4, 46.1, 82.9"
"46.1"	"3"	"46.1 Wholesale on a fee or contract basis"	"45.3"	"45.3 Sale of motor vehicle parts and accessories"		"NACE Rev. 2.1 group 46.1 is mapped to NACE Rev. 2 groups 45.1, 45.3, 45.4, 46.1, 82.9"
"46.1"	"3"	"46.1 Wholesale on a fee or contract basis"	"45.4"	"45.4 Sale, maintenance and repair of motorcycles and related parts and accessories"		"NACE Rev. 2.1 group 46.1 is mapped to NACE Rev. 2 groups 45.1, 45.3, 45.4, 46.1, 82.9"
"46.1"	"3"	"46.1 Wholesale on a fee or contract basis"	"46.1"	"46.1 Wholesale on a fee or contract basis"		"NACE Rev. 2.1 group 46.1 is mapped to NACE Rev. 2 groups 45.1, 45.3, 45.4, 46.1, 82.9"
"46.1"	"3"	"46.1 Wholesale on a fee or contract basis"	"82.9"	"82.9 Business support service activities n.e.c."		"NACE Rev. 2.1 group 46.1 is mapped to NACE Rev. 2 groups 45.1, 45.3, 45.4, 46.1, 82.9"
"46.11"	"4"	"46.11 Activities of agents involved in the wholesale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"	"46.11"	"46.11 Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"		"NACE Rev. 2.1 class 46.11 is mapped to NACE Rev. 2 classes 46.11, 82.99"
"46.11"	"4"	"46.11 Activities of agents involved in the wholesale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 46.11 is mapped to NACE Rev. 2 classes 46.11, 82.99"
"46.12"	"4"	"46.12 Activities of agents involved in the wholesale of fuels, ores, metals and industrial chemicals"	"46.12"	"46.12 Agents involved in the sale of fuels, ores, metals and industrial chemicals"		"NACE Rev. 2.1 class 46.12 is mapped to NACE Rev. 2 classes 46.12, 82.99"
"46.12"	"4"	"46.12 Activities of agents involved in the wholesale of fuels, ores, metals and industrial chemicals"	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 46.12 is mapped to NACE Rev. 2 classes 46.12, 82.99"
"46.13"	"4"	"46.13 Activities of agents involved in the wholesale of timber and building materials"	"46.13"	"46.13 Agents involved in the sale of timber and building materials"		"NACE Rev. 2.1 class 46.13 is mapped to NACE Rev. 2 classes 46.13, 82.99"
"46.13"	"4"	"46.13 Activities of agents involved in the wholesale of timber and building materials"	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 46.13 is mapped to NACE Rev. 2 classes 46.13, 82.99"
"46.14"	"4"	"46.14 Activities of agents involved in the wholesale of machinery, industrial equipment, ships and aircraft"	"46.14"	"46.14 Agents involved in the sale of machinery, industrial equipment, ships and aircraft"		"NACE Rev. 2.1 class 46.14 is mapped to NACE Rev. 2 classes 46.14, 82.99"
"46.14"	"4"	"46.14 Activities of agents involved in the wholesale of machinery, industrial equipment, ships and aircraft"	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 46.14 is mapped to NACE Rev. 2 classes 46.14, 82.99"
"46.15"	"4"	"46.15 Activities of agents involved in the wholesale of furniture, household goods, hardware and ironmongery"	"46.15"	"46.15 Agents involved in the sale of furniture, household goods, hardware and ironmongery"		"NACE Rev. 2.1 class 46.15 is mapped to NACE Rev. 2 classes 46.15, 82.99"
"46.15"	"4"	"46.15 Activities of agents involved in the wholesale of furniture, household goods, hardware and ironmongery"	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 46.15 is mapped to NACE Rev. 2 classes 46.15, 82.99"
"46.16"	"4"	"46.16 Activities of agents involved in the wholesale of textiles, clothing, fur, footwear and leather goods"	"46.16"	"46.16 Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"		"NACE Rev. 2.1 class 46.16 is mapped to NACE Rev. 2 classes 46.16, 82.99"
"46.16"	"4"	"46.16 Activities of agents involved in the wholesale of textiles, clothing, fur, footwear and leather goods"	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 46.16 is mapped to NACE Rev. 2 classes 46.16, 82.99"
"46.17"	"4"	"46.17 Activities of agents involved in the wholesale of food, beverages and tobacco"	"46.17"	"46.17 Agents involved in the sale of food, beverages and tobacco"		"NACE Rev. 2.1 class 46.17 is mapped to NACE Rev. 2 classes 46.17, 82.99"
"46.17"	"4"	"46.17 Activities of agents involved in the wholesale of food, beverages and tobacco"	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 46.17 is mapped to NACE Rev. 2 classes 46.17, 82.99"
"46.18"	"4"	"46.18 Activities of agents involved in the wholesale of other particular products"	"45.11"	"45.11 Sale of cars and light motor vehicles"		"NACE Rev. 2.1 class 46.18 is mapped to NACE Rev. 2 classes 45.11, 45.19, 45.31, 45.40, 46.18, 82.99"
"46.18"	"4"	"46.18 Activities of agents involved in the wholesale of other particular products"	"45.19"	"45.19 Sale of other motor vehicles"		"NACE Rev. 2.1 class 46.18 is mapped to NACE Rev. 2 classes 45.11, 45.19, 45.31, 45.40, 46.18, 82.99"
"46.18"	"4"	"46.18 Activities of agents involved in the wholesale of other particular products"	"45.31"	"45.31 Wholesale trade of motor vehicle parts and accessories"		"NACE Rev. 2.1 class 46.18 is mapped to NACE Rev. 2 classes 45.11, 45.19, 45.31, 45.40, 46.18, 82.99"
"46.18"	"4"	"46.18 Activities of agents involved in the wholesale of other particular products"	"45.40"	"45.40 Sale, maintenance and repair of motorcycles and related parts and accessories"		"NACE Rev. 2.1 class 46.18 is mapped to NACE Rev. 2 classes 45.11, 45.19, 45.31, 45.40, 46.18, 82.99"
"46.18"	"4"	"46.18 Activities of agents involved in the wholesale of other particular products"	"46.18"	"46.18 Agents specialised in the sale of other particular products"		"NACE Rev. 2.1 class 46.18 is mapped to NACE Rev. 2 classes 45.11, 45.19, 45.31, 45.40, 46.18, 82.99"
"46.18"	"4"	"46.18 Activities of agents involved in the wholesale of other particular products"	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 46.18 is mapped to NACE Rev. 2 classes 45.11, 45.19, 45.31, 45.40, 46.18, 82.99"
"46.19"	"4"	"46.19 Activities of agents involved in non-specialised wholesale"	"46.19"	"46.19 Agents involved in the sale of a variety of goods"		"NACE Rev. 2.1 class 46.19 is mapped to NACE Rev. 2 classes 46.19, 82.99"
"46.19"	"4"	"46.19 Activities of agents involved in non-specialised wholesale"	"82.99"	"82.99 Other business support service activities n.e.c."		"NACE Rev. 2.1 class 46.19 is mapped to NACE Rev. 2 classes 46.19, 82.99"
"46.2"	"3"	"46.2 Wholesale of agricultural raw materials and live animals"	"46.2"	"46.2 Wholesale of agricultural raw materials and live animals"		"NACE Rev. 2.1 group 46.2 is mapped to NACE Rev. 2 group 46.2"
"46.21"	"4"	"46.21 Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"	"46.21"	"46.21 Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.21 is mapped to NACE Rev. 2 class 46.21"
"46.22"	"4"	"46.22 Wholesale of flowers and plants"	"46.22"	"46.22 Wholesale of flowers and plants"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.22 is mapped to NACE Rev. 2 class 46.22"
"46.23"	"4"	"46.23 Wholesale of live animals"	"46.23"	"46.23 Wholesale of live animals"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.23 is mapped to NACE Rev. 2 class 46.23"
"46.24"	"4"	"46.24 Wholesale of hides, skins and leather"	"46.24"	"46.24 Wholesale of hides, skins and leather"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.24 is mapped to NACE Rev. 2 class 46.24"
"46.3"	"3"	"46.3 Wholesale of food, beverages and tobacco"	"46.3"	"46.3 Wholesale of food, beverages and tobacco"		"NACE Rev. 2.1 group 46.3 is mapped to NACE Rev. 2 group 46.3"
"46.31"	"4"	"46.31 Wholesale of fruit and vegetables"	"46.31"	"46.31 Wholesale of fruit and vegetables"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.31 is mapped to NACE Rev. 2 class 46.31"
"46.32"	"4"	"46.32 Wholesale of meat, meat products, fish and fish products"	"46.32"	"46.32 Wholesale of meat and meat products"		"NACE Rev. 2.1 class 46.32 is mapped to NACE Rev. 2 classes 46.32, 46.38"
"46.32"	"4"	"46.32 Wholesale of meat, meat products, fish and fish products"	"46.38"	"46.38 Wholesale of other food, including fish, crustaceans and molluscs"		"NACE Rev. 2.1 class 46.32 is mapped to NACE Rev. 2 classes 46.32, 46.38"
"46.33"	"4"	"46.33 Wholesale of dairy products, eggs and edible oils and fats"	"46.33"	"46.33 Wholesale of dairy products, eggs and edible oils and fats"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.33 is mapped to NACE Rev. 2 class 46.33"
"46.34"	"4"	"46.34 Wholesale of beverages"	"46.34"	"46.34 Wholesale of beverages"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.34 is mapped to NACE Rev. 2 class 46.34"
"46.35"	"4"	"46.35 Wholesale of tobacco products"	"46.35"	"46.35 Wholesale of tobacco products"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.35 is mapped to NACE Rev. 2 class 46.35"
"46.36"	"4"	"46.36 Wholesale of sugar, chocolate and sugar confectionery"	"46.36"	"46.36 Wholesale of sugar and chocolate and sugar confectionery"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.36 is mapped to NACE Rev. 2 class 46.36"
"46.37"	"4"	"46.37 Wholesale of coffee, tea, cocoa and spices"	"46.37"	"46.37 Wholesale of coffee, tea, cocoa and spices"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.37 is mapped to NACE Rev. 2 class 46.37"
"46.38"	"4"	"46.38 Wholesale of other food"	"46.38"	"46.38 Wholesale of other food, including fish, crustaceans and molluscs"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.38 is mapped to NACE Rev. 2 class 46.38"
"46.39"	"4"	"46.39 Non-specialised wholesale of food, beverages and tobacco"	"46.39"	"46.39 Non-specialised wholesale of food, beverages and tobacco"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.39 is mapped to NACE Rev. 2 class 46.39"
"46.4"	"3"	"46.4 Wholesale of household goods"	"46.4"	"46.4 Wholesale of household goods"		"NACE Rev. 2.1 group 46.4 is mapped to NACE Rev. 2 groups 46.4, 46.6"
"46.4"	"3"	"46.4 Wholesale of household goods"	"46.6"	"46.6 Wholesale of other machinery, equipment and supplies"		"NACE Rev. 2.1 group 46.4 is mapped to NACE Rev. 2 groups 46.4, 46.6"
"46.41"	"4"	"46.41 Wholesale of textiles"	"46.41"	"46.41 Wholesale of textiles"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.41 is mapped to NACE Rev. 2 class 46.41"
"46.42"	"4"	"46.42 Wholesale of clothing and footwear"	"46.42"	"46.42 Wholesale of clothing and footwear"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.42 is mapped to NACE Rev. 2 class 46.42"
"46.43"	"4"	"46.43 Wholesale of electrical household appliances"	"46.43"	"46.43 Wholesale of electrical household appliances"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.43 is mapped to NACE Rev. 2 class 46.43"
"46.44"	"4"	"46.44 Wholesale of china and glassware and cleaning materials"	"46.44"	"46.44 Wholesale of china and glassware and cleaning materials"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.44 is mapped to NACE Rev. 2 class 46.44"
"46.45"	"4"	"46.45 Wholesale of perfume and cosmetics"	"46.45"	"46.45 Wholesale of perfume and cosmetics"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.45 is mapped to NACE Rev. 2 class 46.45"
"46.46"	"4"	"46.46 Wholesale of pharmaceutical and medical goods"	"46.46"	"46.46 Wholesale of pharmaceutical goods"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.46 is mapped to NACE Rev. 2 class 46.46"
"46.47"	"4"	"46.47 Wholesale of household, office and shop furniture, carpets and lighting equipment"	"46.47"	"46.47 Wholesale of furniture, carpets and lighting equipment"		"NACE Rev. 2.1 class 46.47 is mapped to NACE Rev. 2 classes 46.47, 46.65"
"46.47"	"4"	"46.47 Wholesale of household, office and shop furniture, carpets and lighting equipment"	"46.65"	"46.65 Wholesale of office furniture"		"NACE Rev. 2.1 class 46.47 is mapped to NACE Rev. 2 classes 46.47, 46.65"
"46.48"	"4"	"46.48 Wholesale of watches and jewellery"	"46.48"	"46.48 Wholesale of watches and jewellery"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.48 is mapped to NACE Rev. 2 class 46.48"
"46.49"	"4"	"46.49 Wholesale of other household goods"	"46.43"	"46.43 Wholesale of electrical household appliances"		"NACE Rev. 2.1 class 46.49 is mapped to NACE Rev. 2 classes 46.43, 46.49"
"46.49"	"4"	"46.49 Wholesale of other household goods"	"46.49"	"46.49 Wholesale of other household goods"		"NACE Rev. 2.1 class 46.49 is mapped to NACE Rev. 2 classes 46.43, 46.49"
"46.5"	"3"	"46.5 Wholesale of information and communication equipment"	"46.5"	"46.5 Wholesale of information and communication equipment"		"NACE Rev. 2.1 group 46.5 is mapped to NACE Rev. 2 groups 46.5, 46.6"
"46.5"	"3"	"46.5 Wholesale of information and communication equipment"	"46.6"	"46.6 Wholesale of other machinery, equipment and supplies"		"NACE Rev. 2.1 group 46.5 is mapped to NACE Rev. 2 groups 46.5, 46.6"
"46.50"	"4"	"46.50 Wholesale of information and communication equipment"	"46.51"	"46.51 Wholesale of computers, computer peripheral equipment and software"		"NACE Rev. 2.1 class 46.50 is mapped to NACE Rev. 2 classes 46.51, 46.52, 46.66"
"46.50"	"4"	"46.50 Wholesale of information and communication equipment"	"46.52"	"46.52 Wholesale of electronic and telecommunications equipment and parts"		"NACE Rev. 2.1 class 46.50 is mapped to NACE Rev. 2 classes 46.51, 46.52, 46.66"
"46.50"	"4"	"46.50 Wholesale of information and communication equipment"	"46.66"	"46.66 Wholesale of other office machinery and equipment"		"NACE Rev. 2.1 class 46.50 is mapped to NACE Rev. 2 classes 46.51, 46.52, 46.66"
"46.6"	"3"	"46.6 Wholesale of other machinery, equipment and supplies"	"46.4"	"46.4 Wholesale of household goods"		"NACE Rev. 2.1 group 46.6 is mapped to NACE Rev. 2 groups 46.4, 46.6"
"46.6"	"3"	"46.6 Wholesale of other machinery, equipment and supplies"	"46.6"	"46.6 Wholesale of other machinery, equipment and supplies"		"NACE Rev. 2.1 group 46.6 is mapped to NACE Rev. 2 groups 46.4, 46.6"
"46.61"	"4"	"46.61 Wholesale of agricultural machinery, equipment and supplies"	"46.61"	"46.61 Wholesale of agricultural machinery, equipment and supplies"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.61 is mapped to NACE Rev. 2 class 46.61"
"46.62"	"4"	"46.62 Wholesale of machine tools"	"46.62"	"46.62 Wholesale of machine tools"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.62 is mapped to NACE Rev. 2 class 46.62"
"46.63"	"4"	"46.63 Wholesale of mining, construction and civil engineering machinery"	"46.63"	"46.63 Wholesale of mining, construction and civil engineering machinery"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.63 is mapped to NACE Rev. 2 class 46.63"
"46.64"	"4"	"46.64 Wholesale of other machinery and equipment"	"46.43"	"46.43 Wholesale of electrical household appliances"		"NACE Rev. 2.1 class 46.64 is mapped to NACE Rev. 2 classes 46.43, 46.64, 46.69"
"46.64"	"4"	"46.64 Wholesale of other machinery and equipment"	"46.64"	"46.64 Wholesale of machinery for the textile industry and of sewing and knitting machines"		"NACE Rev. 2.1 class 46.64 is mapped to NACE Rev. 2 classes 46.43, 46.64, 46.69"
"46.64"	"4"	"46.64 Wholesale of other machinery and equipment"	"46.69"	"46.69 Wholesale of other machinery and equipment"		"NACE Rev. 2.1 class 46.64 is mapped to NACE Rev. 2 classes 46.43, 46.64, 46.69"
"46.7"	"3"	"46.7 Wholesale of motor vehicles, motorcycles and related parts and accessories"	"45.1"	"45.1 Sale of motor vehicles"		"NACE Rev. 2.1 group 46.7 is mapped to NACE Rev. 2 groups 45.1, 45.3, 45.4"
"46.7"	"3"	"46.7 Wholesale of motor vehicles, motorcycles and related parts and accessories"	"45.3"	"45.3 Sale of motor vehicle parts and accessories"		"NACE Rev. 2.1 group 46.7 is mapped to NACE Rev. 2 groups 45.1, 45.3, 45.4"
"46.7"	"3"	"46.7 Wholesale of motor vehicles, motorcycles and related parts and accessories"	"45.4"	"45.4 Sale, maintenance and repair of motorcycles and related parts and accessories"		"NACE Rev. 2.1 group 46.7 is mapped to NACE Rev. 2 groups 45.1, 45.3, 45.4"
"46.71"	"4"	"46.71 Wholesale of motor vehicles"	"45.11"	"45.11 Sale of cars and light motor vehicles"		"NACE Rev. 2.1 class 46.71 is mapped to NACE Rev. 2 classes 45.11, 45.19"
"46.71"	"4"	"46.71 Wholesale of motor vehicles"	"45.19"	"45.19 Sale of other motor vehicles"		"NACE Rev. 2.1 class 46.71 is mapped to NACE Rev. 2 classes 45.11, 45.19"
"46.72"	"4"	"46.72 Wholesale of motor vehicle parts and accessories"	"45.31"	"45.31 Wholesale trade of motor vehicle parts and accessories"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.72 is mapped to NACE Rev. 2 class 45.31"
"46.73"	"4"	"46.73 Wholesale of motorcycles, motorcycle parts and accessories"	"45.40"	"45.40 Sale, maintenance and repair of motorcycles and related parts and accessories"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.73 is mapped to NACE Rev. 2 class 45.40"
"46.8"	"3"	"46.8 Other specialised wholesale"	"46.7"	"46.7 Other specialised wholesale"		"NACE Rev. 2.1 group 46.8 is mapped to NACE Rev. 2 group 46.7"
"46.81"	"4"	"46.81 Wholesale of solid, liquid and gaseous fuels and related products"	"46.71"	"46.71 Wholesale of solid, liquid and gaseous fuels and related products"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.81 is mapped to NACE Rev. 2 class 46.71"
"46.82"	"4"	"46.82 Wholesale of metals and metal ores"	"46.72"	"46.72 Wholesale of metals and metal ores"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.82 is mapped to NACE Rev. 2 class 46.72"
"46.83"	"4"	"46.83 Wholesale of wood, construction materials and sanitary equipment"	"46.73"	"46.73 Wholesale of wood, construction materials and sanitary equipment"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.83 is mapped to NACE Rev. 2 class 46.73"
"46.84"	"4"	"46.84 Wholesale of hardware, plumbing and heating equipment and supplies"	"46.74"	"46.74 Wholesale of hardware, plumbing and heating equipment and supplies"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.84 is mapped to NACE Rev. 2 class 46.74"
"46.85"	"4"	"46.85 Wholesale of chemical products"	"46.75"	"46.75 Wholesale of chemical products"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.85 is mapped to NACE Rev. 2 class 46.75"
"46.86"	"4"	"46.86 Wholesale of other intermediate products"	"46.76"	"46.76 Wholesale of other intermediate products"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.86 is mapped to NACE Rev. 2 class 46.76"
"46.87"	"4"	"46.87 Wholesale of waste and scrap"	"46.77"	"46.77 Wholesale of waste and scrap"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.87 is mapped to NACE Rev. 2 class 46.77"
"46.89"	"4"	"46.89 Other specialised wholesale n.e.c."			"conceptual note: NACE Rev. 2.1 class 46.89 has no link with NACE Rev. 2, since it was not possible to link it to existing classes in division 46 of NACE Rev. 2"	
"46.9"	"3"	"46.9 Non-specialised wholesale trade"	"46.9"	"46.9 Non-specialised wholesale trade"		"NACE Rev. 2.1 group 46.9 is mapped to NACE Rev. 2 group 46.9"
"46.90"	"4"	"46.90 Non-specialised wholesale trade"	"46.90"	"46.90 Non-specialised wholesale trade"	"the content of the NACE Rev 2 class is fully covered in the corresponding NACE Rev 2.1 class"	"NACE Rev. 2.1 class 46.90 is mapped to NACE Rev. 2 class 46.90"
"47"	"2"	"47 Retail trade"	"45"	"45 Wholesale and retail trade and repair of motor vehicles and motorcycles"		"NACE Rev. 2.1 division 47 is mapped to NACE Rev. 2 divisions 45, 47, 82"
"47"	"2"	"47 Retail trade"	"47"	"47 Retail trade, except of motor vehicles and motorcycles"		"NACE Rev. 2.1 division 47 is mapped to NACE Rev. 2 divisions 45, 47, 82"
"47"	"2"	"47 Retail trade"	"82"	"82 Office administrative, office support and other business support activities"		"NACE Rev. 2.1 division 47 is mapped to NACE Rev. 2 divisions 45, 47, 82"
"47.1"	"3"	"47.1 Non-specialised retail sale"	"47.1"	"47.1 Retail sale in non-specialised stores"		"NACE Rev. 2.1 group 47.1 is mapped to NACE Rev. 2 groups 47.1, 47.8, 47.9"
"47.1"	"3"	"47.1 Non-specialised retail sale"	"47.8"	"47.8 Retail sale via stalls and markets"		"NACE Rev. 2.1 group 47.1 is mapped to NACE Rev. 2 groups 47.1, 47.8, 47.9"
"47.1"	"3"	"47.1 Non-specialised retail sale"	"47.9"	"47.9 Retail trade not in stores, stalls or markets"		"NACE Rev. 2.1 group 47.1 is mapped to NACE Rev. 2 groups 47.1, 47.8, 47.9"
"47.11"	"4"	"47.11 Non-specialised retail sale of predominately food, beverages or tobacco"	"47.11"	"47.11 Retail sale in non-specialised stores with food, beverages or tobacco predominating"		"NACE Rev. 2.1 class 47.11 is mapped to NACE Rev. 2 classes 47.11, 47.81, 47.91, 47.99"
